dual_update,environment_steps,constraint_threshold,seed,window_mean_reward,window_global_cost,window_constraint_violation,dual_before_mean,dual_after_mean,dual_disagreement,local_cost_estimate_A1,global_cost_estimate_A1,dual_before_A1,dual_after_A1,local_cost_estimate_A2,global_cost_estimate_A2,dual_before_A2,dual_after_A2,local_cost_estimate_A3,global_cost_estimate_A3,dual_before_A3,dual_after_A3,local_cost_estimate_A4,global_cost_estimate_A4,dual_before_A4,dual_after_A4
1,64,0.0,1000,6.778124999999993,1.1625000000000014,1.1625000000000014,0.0,0.290625,5.551115123125783e-17,0.0,1.1625000000000003,0.0,0.2906250000000001,0.37499999999999967,1.1625000000000003,0.0,0.2906250000000001,0.6000000000000008,1.1625000000000003,0.0,0.2906250000000001,0.18749999999999983,1.1625,0.0,0.290625
1,64,0.0,1001,4.2875,0.6999999999999995,0.6999999999999995,0.0,0.17500000000000016,0.0,0.0,0.7000000000000006,0.0,0.17500000000000016,0.0,0.7000000000000006,0.0,0.17500000000000016,0.5531250000000006,0.7000000000000006,0.0,0.17500000000000016,0.14687499999999998,0.7000000000000006,0.0,0.17500000000000016
1,64,0.0,1002,3.175,0.47187500000000043,0.47187500000000043,0.0,0.11796874999999996,0.0,0.0,0.4718749999999998,0.0,0.11796874999999996,0.3062499999999999,0.4718749999999998,0.0,0.11796874999999996,0.0,0.4718749999999998,0.0,0.11796874999999996,0.1656249999999999,0.4718749999999998,0.0,0.11796874999999996
1,64,0.0,1003,6.478124999999994,1.0812500000000012,1.0812500000000012,0.0,0.27031250000000007,5.551115123125783e-17,0.0,1.08125,0.0,0.2703125,0.37499999999999967,1.08125,0.0,0.2703125,0.5250000000000006,1.08125,0.0,0.2703125,0.18124999999999986,1.0812500000000003,0.0,0.27031250000000007
1,64,0.0,1004,6.156249999999994,1.071875000000001,1.071875000000001,0.0,0.26796875000000003,0.0,0.0,1.0718750000000001,0.0,0.26796875000000003,0.3624999999999997,1.0718750000000001,0.0,0.26796875000000003,0.5375000000000005,1.0718750000000001,0.0,0.26796875000000003,0.1718749999999999,1.0718750000000001,0.0,0.26796875000000003
1,64,0.0,1005,5.709374999999994,1.0218750000000012,1.0218750000000012,0.0,0.25546875000000013,0.0,0.0,1.0218750000000005,0.0,0.25546875000000013,0.31249999999999994,1.0218750000000005,0.0,0.25546875000000013,0.5437500000000006,1.0218750000000005,0.0,0.25546875000000013,0.1656249999999999,1.0218750000000005,0.0,0.25546875000000013
1,64,0.0,1006,5.265624999999996,0.9156250000000012,0.9156250000000012,0.0,0.22890625000000014,0.0,0.0,0.9156250000000006,0.0,0.22890625000000014,0.15625000000000006,0.9156250000000006,0.0,0.22890625000000014,0.5812500000000007,0.9156250000000006,0.0,0.22890625000000014,0.17812499999999987,0.9156250000000006,0.0,0.22890625000000014
1,64,0.0,1007,6.259374999999994,1.034375000000001,1.034375000000001,0.0,0.25859375000000007,0.0,0.0,1.0343750000000003,0.0,0.25859375000000007,0.3124999999999999,1.0343750000000003,0.0,0.25859375000000007,0.5312500000000006,1.0343750000000003,0.0,0.25859375000000007,0.19062499999999982,1.0343750000000003,0.0,0.25859375000000007
1,64,0.0,1008,6.131249999999994,1.0968750000000012,1.0968750000000012,0.0,0.27421875000000007,0.0,0.0,1.0968750000000003,0.0,0.27421875000000007,0.31874999999999987,1.0968750000000003,0.0,0.27421875000000007,0.5781250000000007,1.0968750000000003,0.0,0.27421875000000007,0.1999999999999998,1.0968750000000003,0.0,0.27421875000000007
1,64,0.0,1009,6.328124999999994,1.025000000000001,1.025000000000001,0.0,0.25625,0.0,0.0,1.025,0.0,0.25625,0.3624999999999997,1.025,0.0,0.25625,0.47812500000000047,1.025,0.0,0.25625,0.18437499999999984,1.025,0.0,0.25625
1,64,0.0,1010,3.537499999999997,0.4999999999999999,0.4999999999999999,0.0,0.12499999999999996,0.0,0.0,0.49999999999999983,0.0,0.12499999999999996,0.11250000000000003,0.49999999999999983,0.0,0.12499999999999996,0.20624999999999993,0.49999999999999983,0.0,0.12499999999999996,0.18124999999999986,0.49999999999999983,0.0,0.12499999999999996
1,64,0.0,1011,5.406249999999996,0.8937500000000007,0.8937500000000007,0.0,0.2234375000000001,0.0,0.0,0.8937500000000004,0.0,0.2234375000000001,0.28125,0.8937500000000004,0.0,0.2234375000000001,0.4593750000000004,0.8937500000000004,0.0,0.2234375000000001,0.15312499999999996,0.8937500000000004,0.0,0.2234375000000001
1,64,0.0,1012,5.684374999999995,1.028125000000001,1.028125000000001,0.0,0.25703125000000016,5.551115123125783e-17,0.0,1.0281250000000004,0.0,0.2570312500000001,0.3124999999999999,1.0281250000000004,0.0,0.2570312500000001,0.5531250000000006,1.0281250000000004,0.0,0.2570312500000001,0.16249999999999992,1.0281250000000006,0.0,0.25703125000000016
1,64,0.0,1013,4.346875,0.7031249999999996,0.7031249999999996,0.0,0.17578125000000008,0.0,0.0,0.7031250000000003,0.0,0.17578125000000008,0.0,0.7031250000000003,0.0,0.17578125000000008,0.5125000000000005,0.7031250000000003,0.0,0.17578125000000008,0.19062499999999982,0.7031250000000003,0.0,0.17578125000000008
1,64,0.0,1014,5.040624999999996,0.893750000000001,0.893750000000001,0.0,0.22343750000000018,0.0,0.0,0.8937500000000007,0.0,0.22343750000000018,0.20000000000000012,0.8937500000000007,0.0,0.22343750000000018,0.5531250000000006,0.8937500000000007,0.0,0.22343750000000018,0.140625,0.8937500000000007,0.0,0.22343750000000018
1,64,0.0,1015,6.043749999999994,1.043750000000001,1.043750000000001,0.0,0.2609375000000001,0.0,0.0,1.0437500000000004,0.0,0.2609375000000001,0.3062499999999999,1.0437500000000004,0.0,0.2609375000000001,0.5593750000000006,1.0437500000000004,0.0,0.2609375000000001,0.17812499999999987,1.0437500000000004,0.0,0.2609375000000001
1,64,0.0,1016,4.1,0.6468749999999998,0.6468749999999998,0.0,0.16171875000000008,0.0,0.0,0.6468750000000003,0.0,0.16171875000000008,0.0,0.6468750000000003,0.0,0.16171875000000008,0.47812500000000047,0.6468750000000003,0.0,0.16171875000000008,0.1687499999999999,0.6468750000000003,0.0,0.16171875000000008
1,64,0.0,1017,5.968749999999995,1.006250000000001,1.006250000000001,0.0,0.2515625000000001,0.0,0.0,1.0062500000000003,0.0,0.2515625000000001,0.29374999999999996,1.0062500000000003,0.0,0.2515625000000001,0.5125000000000005,1.0062500000000003,0.0,0.2515625000000001,0.1999999999999998,1.0062500000000003,0.0,0.2515625000000001
1,64,0.0,1018,6.059374999999995,1.0000000000000009,1.0000000000000009,0.0,0.24999999999999997,0.0,0.0,0.9999999999999999,0.0,0.24999999999999997,0.3874999999999996,0.9999999999999999,0.0,0.24999999999999997,0.4406250000000004,0.9999999999999999,0.0,0.24999999999999997,0.1718749999999999,0.9999999999999999,0.0,0.24999999999999997
1,64,0.0,1019,5.903124999999994,0.996875000000001,0.996875000000001,0.0,0.2492187500000001,0.0,0.0,0.9968750000000004,0.0,0.2492187500000001,0.28125,0.9968750000000004,0.0,0.2492187500000001,0.5343750000000006,0.9968750000000004,0.0,0.2492187500000001,0.18124999999999986,0.9968750000000004,0.0,0.2492187500000001
2,128,0.0,1000,7.137499999999992,1.2000000000000015,1.2000000000000015,0.290625,0.5906250000000002,1.1102230246251565e-16,0.0,1.2000000000000002,0.2906250000000001,0.5906250000000002,0.3999999999999996,1.2000000000000002,0.2906250000000001,0.5906250000000002,0.6000000000000008,1.2000000000000002,0.2906250000000001,0.5906250000000002,0.1999999999999998,1.2000000000000002,0.290625,0.5906250000000001
2,128,0.0,1001,5.712499999999996,0.9437500000000012,0.9437500000000012,0.17500000000000016,0.4109375000000003,0.0,0.0,0.9437500000000005,0.17500000000000016,0.4109375000000003,0.14375000000000004,0.9437500000000005,0.17500000000000016,0.4109375000000003,0.6000000000000008,0.9437500000000005,0.17500000000000016,0.4109375000000003,0.1999999999999998,0.9437500000000005,0.17500000000000016,0.4109375000000003
2,128,0.0,1002,4.0,0.6000000000000008,0.6000000000000008,0.11796874999999996,0.2679687499999998,0.0,0.0,0.5999999999999994,0.11796874999999996,0.2679687499999998,0.3999999999999996,0.5999999999999994,0.11796874999999996,0.2679687499999998,0.0,0.5999999999999994,0.11796874999999996,0.2679687499999998,0.1999999999999998,0.5999999999999994,0.11796874999999996,0.2679687499999998
